chr physpos 0 mCentral nCentral mEastern nEastern mNigeria nNigeria
23 201303 0.00193251 1 36 0 38 2 20
23 201557 0.00193495 30 36 24 38 7 20
23 201931 0.00193854 3 36 7 38 13 20
23 202110 0.00194026 0 36 0 38 3 20
23 202459 0.00194361 0 36 0 38 1 20
23 202599 0.00194495 0 36 0 38 5 20
23 202991 0.00194871 1 36 0 38 12 20
23 203257 0.00195127 1 36 0 38 1 20
23 203385 0.0019525 30 36 24 38 7 20
23 203681 0.00195534 0 36 0 38 3 20
23 203707 0.00195559 6 36 14 38 13 20
23 203859 0.00195705 0 36 0 38 2 20
23 204023 0.00195862 15 36 23 38 16 20
23 204735 0.00196546 1 36 0 38 12 20
23 205219 0.0019701 0 36 0 38 1 20
23 205393 0.00197177 13 36 13 38 16 20
23 205652 0.00197426 0 36 0 38 2 20
23 205837 0.00197604 0 36 0 38 7 20
23 206554 0.00198292 22 36 24 38 7 20
23 206790 0.00198518 23 36 25 38 7 20
23 207782 0.00199471 10 36 7 38 13 20
23 208088 0.00199764 10 36 7 38 13 20
23 208506 0.00200166 0 36 0 38 3 20
23 208726 0.00200377 0 36 0 38 6 20
23 208730 0.00200381 4 36 0 38 1 20
23 209078 0.00200715 32 36 31 38 7 20
23 209093 0.00200729 0 36 0 38 6 20
23 209539 0.00201157 0 36 0 38 3 20
23 209636 0.00201251 0 36 0 38 3 20
23 210691 0.00202263 0 36 0 38 3 20
23 210702 0.00202274 1 36 8 38 12 20
23 211218 0.00202769 1 36 8 38 12 20
23 211316 0.00202863 0 36 0 38 3 20
23 211346 0.00202892 33 36 30 38 8 20
23 211684 0.00203217 5 36 5 38 1 20
23 211845 0.00203371 20 36 24 38 6 20
23 212600 0.00204096 6 36 0 38 2 20
23 212871 0.00204356 26 36 25 38 7 20
23 212912 0.00204396 5 36 5 38 1 20
23 213273 0.00204742 0 36 0 38 1 20
23 213563 0.0020502 0 36 0 38 6 20
23 214034 0.00205473 0 36 1 38 4 20
23 214214 0.00205645 7 36 6 38 1 20
23 214830 0.00206237 1 36 0 38 1 20
23 214855 0.00206261 0 36 0 38 1 20
23 214872 0.00206277 7 36 1 38 13 20
23 215305 0.00206693 7 36 1 38 13 20
23 215329 0.00206716 0 36 0 38 1 20
23 215470 0.00206851 29 36 37 38 7 20
23 216040 0.00207398 0 36 0 38 3 20
23 216276 0.00207625 0 36 2 38 4 20
23 216364 0.00207709 1 36 2 38 12 20
23 216784 0.00208113 0 36 0 38 4 20
23 217888 0.00209172 34 36 35 38 8 20
23 218384 0.00209649 34 36 35 38 8 20
23 218663 0.00209916 0 36 0 38 8 20
23 219103 0.00210339 34 36 35 38 8 20
23 219579 0.00210796 0 36 0 38 12 20
23 219866 0.00211071 0 36 0 38 3 20
23 219954 0.00211156 1 36 0 38 2 20
23 220344 0.0021153 34 36 30 38 8 20
23 220612 0.00211788 1 36 0 38 2 20
23 220935 0.00212098 1 36 7 38 12 20
23 221499 0.00212639 1 36 7 38 12 20
23 221697 0.00212829 1 36 7 38 12 20
23 223160 0.00214234 1 36 4 38 1 20
23 224886 0.00215891 1 36 7 38 12 20
23 225225 0.00216216 0 36 0 38 3 20
23 225398 0.00216382 0 36 0 38 1 20
23 225627 0.00216602 0 36 0 38 2 20
23 225710 0.00216682 7 36 5 38 1 20
23 226855 0.00217781 34 36 31 38 8 20
23 227364 0.00218269 1 36 0 38 1 20
23 227607 0.00218503 1 36 0 38 2 20
23 227885 0.0021877 0 36 0 38 1 20
23 228150 0.00219024 1 36 0 38 2 20
23 228951 0.00219793 34 36 29 38 8 20
23 229017 0.00219856 0 36 2 38 6 20
23 229210 0.00220042 0 36 2 38 12 20
23 229232 0.00220063 33 36 31 38 8 20
23 229267 0.00220096 0 36 0 38 3 20
23 229429 0.00220252 0 36 0 38 1 20
23 229676 0.00220489 0 36 2 38 12 20
23 230311 0.00221099 35 36 31 38 8 20
23 230470 0.00221251 0 36 0 38 2 20
23 230496 0.00221276 32 36 25 38 8 20
23 230687 0.0022146 1 36 0 38 2 20
23 231233 0.00221984 31 36 15 38 7 20
23 231300 0.00222048 6 36 0 38 1 20
23 231572 0.00222309 0 36 0 38 6 20
23 232067 0.00222784 35 36 33 38 8 20
23 232386 0.00223091 3 36 5 38 12 20
23 232428 0.00223131 32 36 28 38 7 20
23 232611 0.00223307 0 36 0 38 1 20
23 233148 0.00223822 0 36 5 38 12 20
23 233205 0.00223877 0 36 5 38 12 20
23 233687 0.0022434 0 36 0 38 1 20
23 235110 0.00225706 31 36 28 38 9 20
23 235617 0.00226192 0 36 0 38 1 20
23 235723 0.00226294 0 36 0 38 1 20
23 235917 0.0022648 0 36 0 38 2 20
23 236108 0.00226664 0 36 0 38 1 20
23 236542 0.0022708 0 36 5 38 5 20
23 237235 0.00227746 0 36 5 38 6 20
23 237567 0.00228064 0 36 0 38 2 20
23 237694 0.00228186 0 36 0 38 8 20
23 237815 0.00228302 2 36 3 38 1 20
23 237893 0.00228377 1 36 5 38 7 20
23 238323 0.0022879 2 36 3 38 1 20
23 238423 0.00228886 0 36 5 38 7 20
23 238655 0.00229109 1 36 5 38 7 20
23 239536 0.00229955 6 36 13 38 2 20
23 239665 0.00230078 35 36 33 38 13 20
23 239984 0.00230385 0 36 0 38 1 20
23 240176 0.00230569 0 36 0 38 3 20
23 240379 0.00230764 35 36 33 38 13 20
23 240403 0.00230787 0 36 0 38 1 20
23 241645 0.00231979 0 36 0 38 1 20
23 241985 0.00232306 0 36 0 38 1 20
23 242953 0.00233235 0 36 6 38 6 20
23 243002 0.00233282 35 36 32 38 13 20
23 243529 0.00233788 0 36 0 38 1 20
23 245658 0.00235832 1 36 0 38 1 20
23 246071 0.00236228 1 36 0 38 1 20
23 247217 0.00237328 35 36 27 38 11 20
23 248244 0.00238314 35 36 29 38 11 20
23 249602 0.00239618 0 36 0 38 1 20
23 251184 0.00241137 1 36 0 38 1 20
23 251581 0.00241518 0 36 0 38 1 20
23 252750 0.0024264 0 36 0 38 1 20
23 253508 0.00243368 0 36 5 38 2 20
23 253738 0.00243588 0 36 0 38 1 20
23 254237 0.00244068 1 36 0 38 2 20
23 254325 0.00244152 1 36 0 38 2 20
23 254766 0.00244575 29 36 29 38 11 20
23 255229 0.0024502 0 36 5 38 2 20
23 255294 0.00245082 0 36 4 38 6 20
23 256499 0.00246239 1 36 0 38 2 20
23 257135 0.0024685 27 36 33 38 17 20
23 257595 0.00247291 1 36 0 38 1 20
23 257815 0.00247502 0 36 4 38 4 20
23 258204 0.00247876 27 36 33 38 17 20
23 258430 0.00248093 0 36 5 38 2 20
23 258646 0.002483 0 36 4 38 6 20
23 259352 0.00248978 0 36 0 38 3 20
23 259531 0.0024915 0 36 4 38 6 20
23 259905 0.00249509 3 36 4 38 7 20
23 260510 0.0025009 29 36 33 38 18 20
23 260933 0.00250496 7 36 5 38 2 20
23 260983 0.00250544 0 36 4 38 6 20
23 261094 0.0025065 0 36 0 38 3 20
23 261144 0.00250698 7 36 5 38 2 20
23 261175 0.00250728 29 36 33 38 18 20
23 261676 0.00251209 4 36 0 38 2 20
23 262676 0.00252169 0 36 4 38 1 20
23 262703 0.00252195 1 36 0 38 2 20
23 264526 0.00253945 13 36 5 38 2 20
23 264600 0.00254016 3 36 6 38 7 20
23 264854 0.0025426 20 36 27 38 11 20
23 265520 0.00254899 0 36 0 38 1 20
23 266176 0.00255529 0 36 5 38 2 20
23 266342 0.00255688 0 36 0 38 4 20
23 266629 0.00255964 0 36 0 38 1 20
23 267689 0.00256981 0 36 0 38 1 20
23 267739 0.00257029 0 36 0 38 4 20
23 269062 0.002583 1 36 0 38 1 20
23 269878 0.00259083 0 36 0 38 1 20
23 270588 0.00259764 0 36 0 38 4 20
23 270875 0.0026004 0 36 0 38 1 20
23 271161 0.00260315 0 36 0 38 1 20
23 271229 0.0026038 0 36 0 38 6 20
23 271301 0.00260449 3 36 0 38 2 20
23 273706 0.00262758 0 36 0 38 1 20
23 273857 0.00262903 0 36 5 38 2 20
23 274340 0.00263366 0 36 0 38 2 20
23 274495 0.00263515 4 36 0 38 1 20
23 275257 0.00264247 0 36 0 38 2 20
23 275372 0.00264357 0 36 4 38 3 20
23 276537 0.00265476 0 36 0 38 5 20
23 276604 0.0026554 0 36 0 38 6 20
23 277766 0.00266655 0 36 0 38 1 20
23 277768 0.00266657 0 36 5 38 2 20
23 277968 0.00266849 0 36 0 38 6 20
23 278074 0.00266951 0 36 4 38 8 20
23 278163 0.00267036 0 36 0 38 1 20
23 278633 0.00267488 0 36 5 38 2 20
23 278908 0.00267752 0 36 4 38 1 20
23 278965 0.00267806 0 36 0 38 5 20
23 280016 0.00268815 0 36 0 38 2 20
23 280117 0.00268912 0 36 0 38 1 20
23 280609 0.00269385 9 36 0 38 3 20
23 281263 0.00270012 0 36 0 38 6 20
23 281713 0.00270444 31 36 29 38 11 20
23 281797 0.00270525 0 36 0 38 1 20
23 281880 0.00270605 1 36 0 38 1 20
23 282597 0.00271293 31 36 29 38 11 20
23 282817 0.00271504 0 36 0 38 1 20
23 283138 0.00271812 0 36 5 38 2 20
23 283460 0.00272122 0 36 0 38 1 20
23 283594 0.0027225 0 36 0 38 1 20
23 284099 0.00272735 0 36 0 38 6 20
23 284335 0.00272962 0 36 0 38 6 20
23 284408 0.00273032 0 36 0 38 3 20
23 286021 0.0027458 0 36 0 38 1 20
23 286045 0.00274603 36 36 33 38 14 20
23 286357 0.00274903 7 36 0 38 2 20
23 287933 0.00276416 0 36 0 38 1 20
23 288132 0.00276607 1 36 0 38 2 20
23 288218 0.00276689 1 36 0 38 1 20
23 288882 0.00277327 0 36 0 38 1 20
23 289087 0.00277524 1 36 0 38 1 20
23 289324 0.00277751 0 36 0 38 1 20
23 289601 0.00278017 0 36 0 38 1 20
23 290127 0.00278522 1 36 3 38 1 20
23 290546 0.00278924 1 36 4 38 2 20
23 290734 0.00279105 1 36 4 38 1 20
23 291031 0.0027939 1 36 4 38 1 20
23 291424 0.00279767 0 36 4 38 3 20
23 292994 0.00281274 0 36 0 38 1 20
23 293138 0.00281412 0 36 0 38 1 20
23 293376 0.00281641 0 36 0 38 3 20
23 293597 0.00281853 0 36 0 38 3 20
23 294115 0.0028235 0 36 4 38 4 20
23 294467 0.00282688 3 36 0 38 1 20
23 296359 0.00284505 0 36 0 38 3 20
23 297122 0.00285237 0 36 0 38 1 20
23 298708 0.0028676 1 36 0 38 1 20
23 299014 0.00287053 0 36 0 38 1 20
23 299456 0.00287478 0 36 0 38 2 20
23 299640 0.00287654 26 36 23 38 7 20
23 299983 0.00287984 3 36 1 38 4 20
23 301615 0.0028955 0 36 4 38 6 20
23 302569 0.00290466 0 36 4 38 6 20
23 302676 0.00290569 0 36 4 38 6 20
23 303123 0.00290998 3 36 4 38 7 20
23 303311 0.00291179 26 36 23 38 10 20
23 303896 0.0029174 3 36 4 38 8 20
23 303947 0.00291789 7 36 7 38 3 20
23 304554 0.00292372 26 36 27 38 7 20
23 304877 0.00292682 2 36 0 38 1 20
23 305039 0.00292837 23 36 22 38 4 20
23 305202 0.00292994 0 36 0 38 1 20
23 305968 0.00293729 1 36 0 38 1 20
23 306135 0.0029389 1 36 0 38 1 20
23 306214 0.00293965 0 36 0 38 1 20
23 306935 0.00294658 30 36 26 38 11 20
23 307463 0.00295164 0 36 0 38 3 20
23 307610 0.00295306 0 36 0 38 1 20
23 307847 0.00295533 0 36 0 38 4 20
23 308192 0.00295864 35 36 23 38 15 20
23 308402 0.00296066 0 36 0 38 3 20
23 308837 0.00296484 3 36 1 38 12 20
23 309007 0.00296647 36 36 38 38 16 20
23 310487 0.00298068 0 36 0 38 3 20
23 311304 0.00298852 0 36 0 38 1 20
23 311473 0.00299014 0 36 0 38 1 20
23 311814 0.00299341 1 36 10 38 1 20
23 312047 0.00299565 3 36 0 38 5 20
23 312102 0.00299618 35 36 23 38 8 20
23 312105 0.00299621 0 36 5 38 10 20
23 312353 0.00299859 1 36 10 38 2 20
23 312612 0.00300108 3 36 0 38 2 20
23 313595 0.00301051 0 36 0 38 3 20
23 313699 0.00301151 0 36 1 38 5 20
23 313947 0.00301389 3 36 0 38 2 20
23 314568 0.00301985 26 36 31 38 3 20
23 315537 0.00302916 0 36 0 38 1 20
23 315724 0.00303095 0 36 0 38 1 20
23 315889 0.00303253 25 36 29 38 6 20
23 315984 0.00303345 0 36 4 38 3 20
23 316287 0.00303636 0 36 0 38 3 20
23 316337 0.00303684 0 36 4 38 3 20
23 316366 0.00303711 0 36 0 38 1 20
23 316961 0.00304283 26 36 29 38 3 20
23 317946 0.00305228 8 36 3 38 10 20
23 318972 0.00306213 21 36 31 38 9 20
23 319160 0.00306394 0 36 0 38 1 20
23 321021 0.0030818 0 36 0 38 2 20
23 321146 0.003083 0 36 2 38 3 20
23 321738 0.00308868 3 36 0 38 1 20
23 322477 0.00309578 33 36 38 38 19 20
23 323465 0.00310526 0 36 0 38 1 20
23 323621 0.00310676 0 36 0 38 2 20
23 323716 0.00310767 0 36 3 38 5 20
23 324108 0.00311144 33 36 38 38 19 20
23 325074 0.00312071 0 36 3 38 5 20
23 325530 0.00312509 32 36 35 38 10 20
23 325655 0.00312629 32 36 35 38 10 20
23 325777 0.00312746 32 36 35 38 10 20
23 326047 0.00313005 32 36 35 38 10 20
23 326148 0.00313102 4 36 3 38 10 20
23 326204 0.00313156 0 36 0 38 1 20
23 326300 0.00313248 0 36 0 38 1 20
23 326439 0.00313381 28 36 22 38 7 20
23 326664 0.00313597 0 36 3 38 5 20
23 327101 0.00314017 0 36 0 38 2 20
23 327305 0.00314213 32 36 35 38 11 20
23 327498 0.00314398 0 36 5 38 4 20
23 327499 0.00314399 4 36 3 38 9 20
23 327583 0.0031448 0 36 0 38 2 20
23 328597 0.00315453 32 36 35 38 16 20
23 328805 0.00315653 32 36 38 38 16 20
23 328904 0.00315748 4 36 0 38 4 20
23 329067 0.00315904 3 36 0 38 4 20
23 329157 0.00315991 3 36 0 38 3 20
23 329339 0.00316165 4 36 5 38 12 20
23 329486 0.00316307 4 36 5 38 12 20
23 329597 0.00316413 32 36 33 38 8 20
23 330377 0.00317162 4 36 5 38 12 20
23 330837 0.00317604 4 36 5 38 12 20
23 331745 0.00318475 4 36 8 38 1 20
23 332055 0.00318773 4 36 10 38 12 20
23 332520 0.00319219 0 36 0 38 1 20
23 333027 0.00319706 33 36 24 38 8 20
23 333113 0.00319788 3 36 0 38 4 20
23 333120 0.00319795 2 36 0 38 1 20
23 333182 0.00319855 28 36 16 38 7 20
23 333228 0.00319899 0 36 0 38 1 20
23 333566 0.00320223 0 36 15 38 8 20
23 333575 0.00320232 0 36 15 38 8 20
23 333586 0.00320243 0 36 0 38 1 20
23 333774 0.00320423 3 36 15 38 12 20
23 333815 0.00320462 0 36 15 38 6 20
23 333838 0.00320484 2 36 0 38 1 20
23 334053 0.00320691 0 36 0 38 3 20
23 334132 0.00320767 3 36 0 38 6 20
23 334290 0.00320918 33 36 23 38 8 20
23 335599 0.00322175 34 36 23 38 8 20
23 335859 0.00322425 0 36 0 38 3 20
23 335959 0.00322521 2 36 0 38 6 20
23 336142 0.00322696 3 36 0 38 3 20
23 336408 0.00322952 2 36 0 38 1 20
23 337665 0.00324158 34 36 21 38 12 20
23 337726 0.00324217 31 36 19 38 7 20
23 337836 0.00324323 2 36 0 38 1 20
23 337899 0.00324383 0 36 0 38 5 20
23 337932 0.00324415 34 36 38 38 18 20
23 338266 0.00324735 2 36 0 38 2 20
23 338367 0.00324832 0 36 0 38 5 20
23 338696 0.00325148 0 36 0 38 3 20
23 339594 0.0032601 6 36 0 38 1 20
23 339755 0.00326165 0 36 0 38 1 20
23 340457 0.00326839 0 36 0 38 1 20
23 340900 0.00327264 0 36 0 38 3 20
23 341134 0.00327489 0 36 0 38 1 20
23 341389 0.00327733 0 36 0 38 3 20
23 341395 0.00327739 0 36 0 38 3 20
23 341572 0.00327909 2 36 0 38 6 20
23 342085 0.00328402 0 36 0 38 2 20
23 342463 0.00328764 0 36 3 38 3 20
23 343659 0.00329913 0 36 0 38 3 20
23 344384 0.00330609 0 36 0 38 1 20
23 344410 0.00330634 3 36 0 38 3 20
23 344942 0.00331144 7 36 0 38 3 20
23 344946 0.00331148 0 36 0 38 1 20
23 345324 0.00331511 33 36 35 38 7 20
23 345643 0.00331817 0 36 3 38 3 20
23 345868 0.00332033 0 36 3 38 3 20
23 346473 0.00332614 2 36 0 38 4 20
23 346477 0.00332618 2 36 0 38 4 20
23 346949 0.00333071 2 36 3 38 12 20
23 347322 0.00333429 2 36 3 38 12 20
23 347942 0.00334024 0 36 0 38 3 20
23 348460 0.00334522 0 36 0 38 1 20
23 349025 0.00335064 31 36 31 38 11 20
23 349235 0.00335266 34 36 31 38 11 20
23 349604 0.0033562 2 36 7 38 9 20
23 350494 0.00336474 0 36 0 38 1 20
23 351115 0.0033707 34 36 31 38 7 20
23 351165 0.00337118 0 36 0 38 3 20
23 351219 0.0033717 0 36 0 38 3 20
23 351938 0.0033786 0 36 0 38 1 20
23 351957 0.00337879 30 36 25 38 6 20
23 352071 0.00337988 0 36 0 38 1 20
23 352159 0.00338073 2 36 3 38 10 20
23 352653 0.00338547 0 36 0 38 3 20
23 352963 0.00338844 2 36 0 38 1 20
23 353155 0.00339029 2 36 0 38 1 20
23 353320 0.00339187 3 36 6 38 10 20
23 353325 0.00339192 0 36 0 38 3 20
23 353643 0.00339497 2 36 0 38 1 20
23 353689 0.00339541 0 36 0 38 1 20
23 354173 0.00340006 36 36 38 38 17 20
23 354304 0.00340132 29 36 25 38 6 20
23 354800 0.00340608 0 36 0 38 3 20
23 355042 0.0034084 0 36 0 38 3 20
23 355177 0.0034097 4 36 7 38 1 20
23 355500 0.0034128 0 36 0 38 3 20
23 355509 0.00341289 0 36 0 38 1 20
23 355588 0.00341364 4 36 7 38 1 20
23 355609 0.00341385 4 36 7 38 1 20
23 356291 0.00342039 0 36 0 38 1 20
23 356615 0.0034235 0 36 3 38 9 20
23 356936 0.00342659 7 36 16 38 11 20
23 357175 0.00342888 1 36 0 38 1 20
23 357520 0.00343219 0 36 0 38 4 20
23 358034 0.00343713 26 36 21 38 9 20
23 358124 0.00343799 26 36 21 38 9 20
23 358357 0.00344023 0 36 0 38 3 20
23 358392 0.00344056 0 36 0 38 3 20
23 358746 0.00344396 0 36 4 38 5 20
23 359059 0.00344697 0 36 0 38 3 20
23 359139 0.00344773 0 36 0 38 1 20
23 359143 0.00344777 25 36 21 38 5 20
23 359821 0.00345428 25 36 21 38 9 20
23 360647 0.00346221 8 36 17 38 15 20
23 361313 0.0034686 3 36 4 38 13 20
23 361666 0.00347199 3 36 0 38 1 20
23 361677 0.0034721 4 36 13 38 1 20
23 362014 0.00347533 3 36 4 38 13 20
23 362194 0.00347706 4 36 7 38 1 20
23 362334 0.00347841 0 36 0 38 2 20
23 362385 0.0034789 3 36 4 38 8 20
23 362573 0.0034807 0 36 0 38 1 20
23 362810 0.00348298 3 36 4 38 8 20
23 363077 0.00348554 3 36 1 38 3 20
23 363870 0.00349315 1 36 0 38 3 20
23 363935 0.00349378 0 36 0 38 4 20
23 364123 0.00349558 3 36 0 38 3 20
23 364697 0.00350109 25 36 31 38 2 20
23 364798 0.00350206 3 36 0 38 6 20
23 365130 0.00350525 25 36 30 38 2 20
23 365250 0.0035064 33 36 38 38 14 20
23 365327 0.00350714 3 36 0 38 6 20
23 365595 0.00350971 0 36 0 38 2 20
23 365752 0.00351122 0 36 0 38 1 20
23 366016 0.00351375 3 36 0 38 1 20
23 366090 0.00351446 3 36 0 38 3 20
23 366720 0.00352051 0 36 0 38 4 20
23 367595 0.00352891 32 36 38 38 19 20
23 368680 0.00353933 0 36 0 38 2 20
23 369158 0.00354392 0 36 0 38 3 20
23 369264 0.00354493 0 36 0 38 3 20
23 369374 0.00354599 2 36 0 38 2 20
23 369735 0.00354946 32 36 36 38 17 20
23 370587 0.00355764 0 36 0 38 2 20
23 370700 0.00355872 3 36 0 38 3 20
23 370703 0.00355875 1 36 2 38 1 20
23 370885 0.0035605 0 36 0 38 2 20
23 371043 0.00356201 0 36 2 38 1 20
23 371403 0.00356547 6 36 10 38 2 20
23 371525 0.00356664 2 36 0 38 1 20
23 371647 0.00356781 10 36 16 38 14 20
23 371832 0.00356959 22 36 20 38 3 20
23 371996 0.00357116 0 36 0 38 3 20
23 372020 0.00357139 23 36 22 38 4 20
23 372073 0.0035719 23 36 22 38 6 20
23 372256 0.00357366 10 36 16 38 14 20
23 372263 0.00357372 5 36 16 38 10 20
23 372315 0.00357422 0 36 0 38 3 20
23 373681 0.00358734 20 36 22 38 4 20
23 373685 0.00358738 9 36 16 38 11 20
23 373787 0.00358836 12 36 16 38 16 20
23 373810 0.00358858 0 36 0 38 2 20
23 373892 0.00358936 4 36 0 38 2 20
23 374241 0.00359271 0 36 0 38 1 20
23 374257 0.00359287 0 36 0 38 2 20
23 374799 0.00359807 0 36 0 38 3 20
23 374843 0.00359849 0 36 0 38 5 20
23 375106 0.00360102 0 36 0 38 3 20
23 375353 0.00360339 0 36 0 38 2 20
23 375365 0.0036035 1 36 2 38 1 20
23 375427 0.0036041 4 36 0 38 1 20
23 375630 0.00360605 0 36 0 38 3 20
23 375902 0.00360866 0 36 0 38 5 20
23 376267 0.00361216 2 36 13 38 1 20
23 376501 0.00361441 0 36 0 38 1 20
23 376673 0.00361606 0 36 0 38 1 20
23 376812 0.0036174 0 36 0 38 2 20
23 376819 0.00361746 0 36 0 38 2 20
23 377002 0.00361922 0 36 0 38 5 20
23 377548 0.00362446 0 36 0 38 2 20
23 377947 0.00362829 0 36 0 38 2 20
23 377951 0.00362833 0 36 0 38 1 20
23 378610 0.00363466 1 36 2 38 1 20
23 378709 0.00363561 0 36 0 38 5 20
23 378771 0.0036362 3 36 0 38 6 20
23 379011 0.00363851 11 36 2 38 7 20
23 379068 0.00363905 0 36 0 38 2 20
23 379497 0.00364317 0 36 0 38 1 20
23 379807 0.00364615 0 36 0 38 3 20
23 379952 0.00364754 25 36 36 38 13 20
23 379962 0.00364764 8 36 2 38 4 20
23 380040 0.00364838 0 36 0 38 3 20
23 380050 0.00364848 0 36 0 38 8 20
23 380555 0.00365333 1 36 0 38 12 20
23 380785 0.00365554 28 36 36 38 13 20
23 381000 0.0036576 0 36 0 38 3 20
23 381711 0.00366443 0 36 0 38 4 20
23 382423 0.00367126 4 36 2 38 6 20
23 383171 0.00367844 1 36 0 38 3 20
23 383226 0.00367897 3 36 3 38 1 20
23 383350 0.00368016 0 36 0 38 2 20
23 383382 0.00368047 0 36 2 38 1 20
23 383697 0.00368349 28 36 28 38 1 20
23 383857 0.00368503 3 36 2 38 1 20
23 383939 0.00368581 0 36 0 38 4 20
23 384214 0.00368845 4 36 2 38 6 20
23 384527 0.00369146 0 36 2 38 1 20
23 384910 0.00369514 0 36 0 38 4 20
23 384915 0.00369518 0 36 0 38 3 20
23 385055 0.00369653 0 36 0 38 1 20
23 385275 0.00369864 0 36 0 38 8 20
23 386082 0.00370639 35 36 35 38 15 20
23 386206 0.00370758 0 36 0 38 1 20
23 386339 0.00370885 0 36 0 38 3 20
23 386679 0.00371212 0 36 0 38 2 20
23 386822 0.00371349 0 36 0 38 3 20
23 387782 0.00372271 34 36 28 38 2 20
23 388565 0.00373022 0 36 0 38 12 20
23 388626 0.00373081 0 36 0 38 5 20
23 388691 0.00373143 0 36 0 38 2 20
23 389001 0.00373441 0 36 0 38 12 20
23 389174 0.00373607 0 36 0 38 2 20
23 389179 0.00373612 1 36 5 38 12 20
23 389201 0.00373633 35 36 30 38 3 20
23 389314 0.00373741 0 36 0 38 1 20
23 389467 0.00373888 1 36 5 38 12 20
23 389553 0.00373971 0 36 0 38 1 20
23 389621 0.00374036 0 36 0 38 2 20
23 389864 0.00374269 0 36 0 38 5 20
23 390287 0.00374676 0 36 0 38 6 20
23 390557 0.00374935 0 36 0 38 1 20
23 391048 0.00375406 1 36 11 38 7 20
23 391428 0.00375771 0 36 3 38 1 20
23 391807 0.00376135 0 36 0 38 2 20
23 391944 0.00376266 0 36 0 38 2 20
23 392415 0.00376718 36 36 35 38 9 20
23 392679 0.00376972 0 36 3 38 6 20
23 393037 0.00377316 0 36 0 38 2 20
23 393050 0.00377328 0 36 3 38 6 20
23 393417 0.0037768 0 36 3 38 9 20
23 393564 0.00377821 0 36 0 38 3 20
23 393590 0.00377846 0 36 3 38 6 20
23 394270 0.00378499 0 36 0 38 2 20
23 395261 0.00379451 0 36 3 38 4 20
23 395714 0.00379885 29 36 30 38 11 20
23 395898 0.00380062 0 36 0 38 2 20
23 395946 0.00380108 0 36 3 38 1 20
23 396074 0.00380231 0 36 0 38 3 20
23 396178 0.00380331 0 36 0 38 2 20
23 396576 0.00380713 26 36 26 38 10 20
23 396642 0.00380776 3 36 7 38 10 20
23 396652 0.00380786 0 36 0 38 1 20
23 396814 0.00380941 8 36 7 38 10 20
23 397743 0.00381833 5 36 0 38 3 20
23 398665 0.00382718 28 36 31 38 10 20
23 399068 0.00383105 21 36 28 38 10 20
23 399634 0.00383649 0 36 0 38 3 20
23 400122 0.00384117 0 36 0 38 1 20
23 400638 0.00384612 0 36 0 38 3 20
23 401499 0.00385439 0 36 0 38 1 20
23 401938 0.0038586 3 36 5 38 1 20
23 402175 0.00386088 0 36 0 38 3 20
23 402379 0.00386284 0 36 0 38 2 20
23 402547 0.00386445 0 36 0 38 2 20
23 402552 0.0038645 0 36 5 38 1 20
23 403091 0.00386967 0 36 0 38 1 20
23 403475 0.00387336 0 36 0 38 1 20
23 403638 0.00387492 0 36 0 38 1 20
23 403642 0.00387496 0 36 0 38 1 20
23 403812 0.0038766 0 36 6 38 7 20
23 404007 0.00387847 35 36 32 38 13 20
23 404472 0.00388293 35 36 37 38 14 20
23 404693 0.00388505 0 36 0 38 1 20
23 405030 0.00388829 35 36 37 38 14 20
23 405163 0.00388956 1 36 0 38 5 20
23 405204 0.00388996 6 36 8 38 1 20
23 405485 0.00389266 0 36 0 38 2 20
23 406265 0.00390014 0 36 0 38 1 20
23 407590 0.00391286 0 36 0 38 4 20
23 407738 0.00391428 0 36 0 38 2 20
23 408004 0.00391684 0 36 0 38 4 20
23 408408 0.00392072 33 36 33 38 15 20
23 408544 0.00392202 35 36 33 38 19 20
23 408800 0.00392448 0 36 5 38 1 20
23 409584 0.00393201 30 36 13 38 11 20
23 409633 0.00393248 0 36 0 38 2 20
23 409688 0.003933 3 36 4 38 1 20
23 410093 0.00393689 3 36 4 38 1 20
23 410540 0.00394118 3 36 0 38 1 20
23 410636 0.00394211 0 36 0 38 1 20
23 411092 0.00394648 0 36 0 38 1 20
23 411218 0.00394769 1 36 0 38 1 20
23 412177 0.0039569 3 36 0 38 1 20
23 412403 0.00395907 1 36 0 38 1 20
23 412630 0.00396125 0 36 0 38 1 20
23 412745 0.00396235 5 36 5 38 4 20
23 413263 0.00396732 0 36 0 38 1 20
23 413308 0.00396776 0 36 0 38 1 20
23 414028 0.00397467 0 36 0 38 1 20
23 414686 0.00398099 0 36 0 38 3 20
23 414754 0.00398164 1 36 0 38 1 20
23 415176 0.00398569 26 36 33 38 15 20
23 415210 0.00398602 0 36 0 38 1 20
23 415316 0.00398703 26 36 33 38 15 20
23 416069 0.00399426 6 36 26 38 1 20
23 416159 0.00399513 0 36 3 38 5 20
23 416798 0.00400126 0 36 0 38 3 20
23 416844 0.0040017 0 36 0 38 3 20
23 416906 0.0040023 3 36 0 38 1 20
23 417251 0.00400561 0 36 0 38 1 20
23 417511 0.00400811 0 36 0 38 1 20
23 417625 0.0040092 9 36 28 38 1 20
23 417835 0.00401122 0 36 0 38 3 20
23 418091 0.00401367 17 36 7 38 11 20
23 418430 0.00401693 0 36 3 38 4 20
